doc_id,canonical_url,archive_url,wayback_timestamp,title,category,status,error,char_count
cb_help_1c059c4b2a05,https://help.coinbase.com/en/coinbase/getting-started/crypto-education/where-is-my-wallet-address,https://web.archive.org/web/20220525162547id_/https://help.coinbase.com/en/coinbase/getting-started/crypto-education/where-is-my-wallet-address,20220525162547,Where is my crypto wallet address? | Coinbase Help,Getting Started,ok,,1783
cb_help_50346a9c2d45,https://help.coinbase.com/en/coinbase/getting-started/crypto-education/why-do-i-see-cryptocurrencies-that-arent-supported-by-coinbase,https://web.archive.org/web/20220110053038id_/https://help.coinbase.com/en/coinbase/getting-started/crypto-education/why-do-i-see-cryptocurrencies-that-arent-supported-by-coinbase,20220110053038,Why do I see cryptocurrencies that arent supported by Coinbase? | Coinbase Help,Getting Started,ok,,900
cb_help_aee82bfbf418,https://help.coinbase.com/en/coinbase/getting-started/getting-started-with-coinbase/2-factor-authentication-2fa-faq,https://web.archive.org/web/20220520040409id_/https://help.coinbase.com/en/coinbase/getting-started/getting-started-with-coinbase/2-factor-authentication-2fa-faq,20220520040409,What is 2-step verification? | Coinbase Help,Getting Started,ok,,2230
cb_help_29f41cc77113,https://help.coinbase.com/en/coinbase/getting-started/getting-started-with-coinbase/create-a-coinbase-account,https://web.archive.org/web/20210414164034id_/https://help.coinbase.com/en/coinbase/getting-started/getting-started-with-coinbase/create-a-coinbase-account,20210414164034,Create a Coinbase account | Coinbase Help,Getting Started,ok,,5033
cb_help_f2ff7d7f4dd3,https://help.coinbase.com/en/coinbase/getting-started/getting-started-with-coinbase/id-doc-verification,https://web.archive.org/web/20211005222543id_/https://help.coinbase.com/en/coinbase/getting-started/getting-started-with-coinbase/id-doc-verification,20211005222543,Identity document verification | Coinbase Help,Getting Started,ok,,5096
cb_help_4bb127241028,https://help.coinbase.com/en/coinbase/getting-started/getting-started-with-coinbase/supported-cryptocurrencies,https://web.archive.org/web/20210414164043id_/https://help.coinbase.com/en/coinbase/getting-started/getting-started-with-coinbase/supported-cryptocurrencies,20210414164043,Supported cryptocurrencies | Coinbase Help,Getting Started,ok,,2845
cb_help_715df8924d4a,https://help.coinbase.com/en/coinbase/getting-started/other/can-i-create-a-coinbase-account-in-the-name-of-a-trust,https://web.archive.org/web/20230531004156id_/https://help.coinbase.com/en/coinbase/getting-started/other/can-i-create-a-coinbase-account-in-the-name-of-a-trust,20230531004156,Can I create a Coinbase account in the name of a trust? | Coinbase Help,Getting Started,ok,,1535
cb_help_4f3a87778db9,https://help.coinbase.com/en/coinbase/getting-started/other/international-support,https://web.archive.org/web/20230306004536id_/https://help.coinbase.com/en/coinbase/getting-started/other/international-support,20230306004536,International support | Coinbase Help,Getting Started,ok,,928
cb_help_0535ab4edc45,https://help.coinbase.com/en/coinbase/getting-started/other/invest-responsibly-recommended-account-management-practices,https://web.archive.org/web/20230531004359id_/https://help.coinbase.com/en/coinbase/getting-started/other/invest-responsibly-recommended-account-management-practices,20230531004359,Invest responsibly: recommended account management practices | Coinbase Help,Getting Started,ok,,1801
cb_help_ec3651c6319a,https://help.coinbase.com/en/coinbase/getting-started/other/what-mobile-devices-does-coinbase-support,https://web.archive.org/web/20230531004245id_/https://help.coinbase.com/en/coinbase/getting-started/other/what-mobile-devices-does-coinbase-support,20230531004245,What mobile devices does Coinbase support? | Coinbase Help,Getting Started,ok,,792
cb_help_1d53f504e586,https://help.coinbase.com/en/coinbase/managing-my-account/get-back-into-my-account/2-step-verification-troubleshooting,https://web.archive.org/web/20220126211513id_/https://help.coinbase.com/en/coinbase/managing-my-account/get-back-into-my-account/2-step-verification-troubleshooting,20220126211513,2-Step verification troubleshooting | Coinbase Help,Managing My Account,ok,,9681
cb_help_27027a8f54b1,https://help.coinbase.com/en/coinbase/managing-my-account/get-back-into-my-account/i-cant-remember-my-password,https://web.archive.org/web/20220924230302id_/https://help.coinbase.com/en/coinbase/managing-my-account/get-back-into-my-account/i-cant-remember-my-password,20220924230302,I can't remember my password | Coinbase Help,Managing My Account,ok,,603
